"","Spp_ID","Binomial","No.Records","No.Localities","Body_mass.g.n","Body_mass.g.mean","Body_mass.g.sd","Body_mass.g.median","Body_mass.g.min","Body_mass.g.max","Body_mass.g.se","Body_length.mm.n","Body_length.mm.mean","Body_length.mm.sd","Body_length.mm.median","Body_length.mm.min","Body_length.mm.max","Body_length.mm.se","Wing_length.mm.n","Wing_length.mm.mean","Wing_length.mm.sd","Wing_length.mm.median","Wing_length.mm.min","Wing_length.mm.max","Wing_length.mm.se","Tail_length.mm.n","Tail_length.mm.mean","Tail_length.mm.sd","Tail_length.mm.median","Tail_length.mm.min","Tail_length.mm.max","Tail_length.mm.se","Tarsus_length.mm.n","Tarsus_length.mm.mean","Tarsus_length.mm.sd","Tarsus_length.mm.median","Tarsus_length.mm.min","Tarsus_length.mm.max","Tarsus_length.mm.se","Bill_length.mm.n","Bill_length.mm.mean","Bill_length.mm.sd","Bill_length.mm.median","Bill_length.mm.min","Bill_length.mm.max","Bill_length.mm.se","Bill_depth.mm.n","Bill_depth.mm.mean","Bill_depth.mm.sd","Bill_depth.mm.median","Bill_depth.mm.min","Bill_depth.mm.max","Bill_depth.mm.se","Bill_width.mm.n","Bill_width.mm.mean","Bill_width.mm.sd","Bill_width.mm.median","Bill_width.mm.min","Bill_width.mm.max","Bill_width.mm.se"
"63",63,"Ceratopipra rubrocapilla",307,57,298,12.94,1.91,13,9,23,0.11,237,102.99,7.07,102.32,88,140,0.46,166,61.81,4.06,62,35,70,0.32,293,33.47,8.54,31.41,19.5,67,0.5,149,13.99,2.42,13.6,8.6,22.6,0.2,295,9.52,1.33,9.41,6.97,15.2,0.08,238,4.19,0.81,4,3,9.8,0.05,238,8.38,1.45,8.57,3.5,12.9,0.09
"64",64,"Elaenia flavogaster",299,79,255,19.76,4.65,20,13,56,0.29,66,156.69,21.4,154,130,302,2.63,67,75.39,8.09,75.7,38,95,0.99,127,69.63,6.88,69,53,88,0.61,84,20,1.79,20,11.2,25.2,0.19,97,11.34,1.78,11,8.4,17.9,0.18,35,4.39,0.68,4.24,3.1,6,0.11,39,7.12,1.66,6.56,4.28,10.2,0.27
"65",65,"Microspingus cabanisi",296,19,285,17.95,1.79,18,10,34,0.11,154,159.49,6.32,160,140,175,0.51,15,66.67,2.52,67,61,70,0.65,225,66.79,3.86,66.7,48,82.1,0.26,44,22.53,1.27,22.4,18.6,27,0.19,161,12.02,0.87,12,9,15.3,0.07,4,6.51,0.28,6.45,6.25,6.9,0.14,4,7.1,1.3,7.55,5.2,8.1,0.65
"66",66,"Sirystes sibilator",296,118,28,26.18,2.85,26.85,20.5,34,0.54,36,191.31,10.83,193.5,151,207,1.8,218,93.3,2.59,93.3,86.3,100.5,0.18,220,83.62,2.78,83.6,70,91.7,0.19,220,18.56,0.69,18.55,16.8,21.81,0.05,220,22.04,1.18,22.1,17.1,25,0.08,208,6.59,0.32,6.6,5.8,7.4,0.02,181,11.8,0.63,11.8,10.1,13.2,0.05
"67",67,"Schistochlamys ruficapillus",291,96,115,32.9,5.5,32.5,14,69,0.51,22,184.75,10,186.5,160,206,2.13,204,81.09,3.65,81.2,72.4,89.1,0.26,210,79.12,3.81,79.4,66,89.5,0.26,204,24.18,1.21,24.1,21.1,27.5,0.09,208,17.36,1.17,17.5,9.5,19.7,0.08,2,9.26,0.23,9.26,9.1,9.42,0.16,2,10.2,0.74,10.2,9.68,10.72,0.52
"68",68,"Tiaris fuliginosus",288,60,283,25.28,10,30,8,47,0.59,76,147.62,35.54,130.5,97.18,268,4.08,28,62.37,18.67,59.5,40,96,3.53,64,56.35,14.86,54.5,37,95,1.86,26,18.12,3.94,17.75,12.1,26.8,0.77,64,12.02,2.47,11.5,8.23,18.3,0.31,33,7.63,1.46,7.4,4.2,12.4,0.25,42,9.61,2.35,8.76,6.16,13,0.36
"69",69,"Leptotila verreauxi",286,106,255,166.34,30.74,164.5,63,300,1.93,129,270.2,33.47,272,108.5,466,2.95,106,144.23,13.93,145.5,90,166,1.35,205,119,21.07,113,82.7,270,1.47,144,31.77,3.93,32.2,12.3,41.9,0.33,188,18.07,2.73,17.75,8.3,28,0.2,93,5.61,1.22,5.4,3.63,10.5,0.13,101,7.07,1.58,7.3,3.16,11.1,0.16
"70",70,"Furnarius rufus",285,59,277,54.77,6.46,54.5,32,89,0.39,75,195.57,26.57,200,68,225,3.07,141,99.58,10.55,100,67,190,0.89,223,80.43,14.41,75,51,191,0.96,189,34.22,2.22,34.12,24.5,44.7,0.16,150,22.15,2.08,22.2,17,28.7,0.17,87,5.4,1.04,5.01,4.41,10,0.11,95,6.54,2.54,5.3,3.7,14,0.26
"71",71,"Herpsilochmus sellowi",276,9,273,7.62,0.86,7.5,6,13,0.05,20,122.05,5.77,121.5,112,133,1.29,9,48.67,1.39,49,46.5,51,0.46,9,45,1.41,45,42,47,0.47,9,18.65,1.51,18.71,16.95,20.94,0.5,9,14.04,0.79,14.03,12.68,15.43,0.26,9,3.89,0.23,3.93,3.39,4.11,0.08,9,5.44,0.42,5.56,4.82,5.94,0.14
"72",72,"Eupetomena macroura",274,62,207,7.91,1.21,8,4,11,0.08,51,158.75,16.14,160,105,182,2.26,61,70.22,5.04,69.1,61.3,95,0.65,134,78.02,9.78,77,31,106,0.84,11,7.23,0.59,7,6.8,8.9,0.18,89,20.41,2.44,19.89,16.75,25.3,0.26,75,2.62,0.49,2.5,1.91,4.43,0.06,75,3.93,0.97,3.57,2.93,8.2,0.11
"73",73,"Formicivora grisea",269,30,253,10.69,2.83,10,2,33,0.18,99,170.26,83.02,131,110,341,8.34,70,53.8,2.38,54,48.6,58,0.28,112,48.92,3.35,49,40.9,63,0.32,67,20.33,1.22,20.4,16.1,25.3,0.15,99,14.5,1.25,14.58,9.4,17.1,0.13,98,4.33,0.56,4.21,3.55,7.4,0.06,99,6.69,1.47,6.59,3.4,11,0.15
"74",74,"Euphonia violacea",268,74,239,15.1,2.13,15,4,25,0.14,155,114.04,11.62,112.19,91.73,157,0.93,118,59.04,5.12,59,35,84,0.47,251,36.17,5.65,35,27.6,63.2,0.36,70,16.71,2.97,16.75,7.4,31.3,0.36,216,9.81,1.07,9.94,7,13.9,0.07,97,5.58,0.64,5.4,4.2,8.9,0.07,96,7.61,1.26,7.49,4.9,13.3,0.13
"75",75,"Rhopias gularis",252,55,218,12.06,4.06,11.4,8,40.5,0.28,99,106.09,82.37,97,80,910,8.28,60,53.4,2.31,53,45,60,0.3,159,27.63,3.16,28,21,40.4,0.25,100,20.39,1.82,20.3,14.8,25.25,0.18,178,11.9,5.08,11.7,7,75,0.38,67,3.55,0.42,3.5,2.8,5.8,0.05,67,5.34,1.39,5.3,2.9,10,0.17
"76",76,"Leucochloris albicollis",243,43,238,6.09,0.86,6.11,3,11,0.06,36,110.61,9.32,115,78,124,1.55,23,58.96,4.18,60,48,65,0.87,222,38.75,6.46,37.14,25,61,0.43,5,6.92,0.28,6.8,6.6,7.3,0.12,213,20.43,2.38,19.65,16,34,0.16,161,2.25,0.25,2.22,1.6,3.35,0.02,161,3.06,0.48,3,2.11,5.9,0.04
"77",77,"Sclerurus scansor",243,64,215,39.6,6.04,39,23,72,0.41,118,182.87,11.85,184,130,208,1.09,56,90.5,8.04,92,50,100,1.07,166,72.56,6.62,72,52,96,0.51,102,23.51,2.44,23.25,17,34.3,0.24,171,22.07,2.92,22.29,5.5,28,0.22,81,5.36,0.81,5.3,4.3,9.2,0.09,86,7.29,2.08,7.3,4.1,12.7,0.22
"78",78,"Arremon taciturnus",232,28,218,25.65,4.07,25.25,12,51,0.28,118,158.75,48.84,149.3,60,347,4.5,130,71.04,4.59,70.68,49,82,0.4,176,58.65,7.6,59,25,105,0.57,106,23.67,3.47,24.2,10.6,36.1,0.34,152,14.14,2.42,14.1,5,32.1,0.2,134,7.95,1,7.8,4.3,12.6,0.09,135,8.33,1.73,8.1,4,18.3,0.15
"79",79,"Saltator similis",229,73,210,46.81,5.43,46,30,71,0.37,99,220.69,12.64,222,160,250,1.27,33,98.71,4.98,98,90,113,0.87,171,95.44,9.4,96,24.5,110.6,0.72,84,26.84,8.82,25.9,16.2,104,0.96,124,19.1,7.03,18.3,10.9,91,0.63,37,12.18,1.23,11.9,10.5,15.8,0.2,37,11.47,2.19,11.6,7.31,17.9,0.36
"80",80,"Camptostoma obsoletum",227,68,199,8.06,1.48,8,2.7,15,0.11,66,110.22,22.22,107,85,230,2.74,53,54.07,4.96,54.4,40,61,0.68,150,50.81,43.81,46,25,559,3.58,67,15.57,4.6,15.1,10.7,51.3,0.56,104,9.16,5.96,8.5,5.4,67.2,0.58,31,3.34,0.85,3.1,2.4,6.9,0.15,30,4.91,1.5,4.3,2.82,8,0.27
"81",81,"Corythopis delalandi",223,33,175,16.17,15.29,15,8,214,1.16,117,135.91,9.19,136,110,152,0.85,19,64.76,2.26,65,60,68,0.52,166,51.47,12.09,50,20,154,0.94,19,25.82,1.97,26.2,22.5,29.45,0.45,155,14.56,3.19,14.1,10.5,43,0.26,49,3.69,0.37,3.64,3.03,4.72,0.05,34,5.94,2.09,5.11,3.74,9.96,0.36
"82",82,"Myiophobus fasciatus",223,52,202,10.91,1.29,11,6,15,0.09,103,134.86,10.05,136,99.32,155,0.99,75,61.87,4.32,62,52,77,0.5,180,56.12,4.77,56,33,80.2,0.36,86,17.63,1.31,17.34,14.9,22,0.14,137,11.66,1.27,11.6,8.9,15,0.11,56,3.45,0.47,3.39,2.4,5.05,0.06,57,5.92,1.03,5.58,4.7,8.6,0.14
"83",83,"Drymophila ferruginea",221,76,34,10.72,1.33,10.5,8.75,15,0.23,16,138.78,9.51,140.76,120,149,2.38,2,54,0,54,54,54,0,182,60.88,3,60.91,51,70,0.22,2,19.5,0.14,19.5,19.4,19.6,0.1,186,13.81,1.12,13.89,10.61,20.8,0.08,172,3.89,0.25,3.87,3.29,5.1,0.02,182,4.09,0.62,3.99,3.13,8.8,0.05
"84",84,"Elaenia obscura",217,47,207,26.67,3.45,27,15,37,0.24,56,179.91,10.55,180,156,203,1.41,66,85.81,4.76,85.7,71,95,0.59,158,79.66,9.19,80,19.85,97.5,0.73,76,22.95,10.61,21.02,18.3,86.5,1.22,91,11.92,1.67,12.1,7.1,17.3,0.18,17,4.15,0.47,4,3.45,5,0.11,17,5.94,1.75,5.34,4.5,10.5,0.42
"85",85,"Amazilia versicolor",216,53,201,4.48,3.16,4,2,35.5,0.22,88,94.87,8.29,96,76.86,114,0.88,53,49.9,3.24,50,41,60,0.44,179,30.7,4.02,30.03,21,51.5,0.3,2,6.95,0.07,6.95,6.9,7,0.05,173,16.46,1.87,16.5,9.8,22.7,0.14,73,2.13,0.78,1.96,1.17,7,0.09,76,3.12,0.91,2.7,2,6.1,0.1
"86",86,"Picumnus temminckii",207,36,196,11.04,1.97,11,8,29.5,0.14,149,104.93,5.72,106,80,117,0.47,35,53.41,4.17,52.2,49,70,0.71,187,34.69,2.98,34.5,23.8,52,0.22,29,14.3,3.04,14,11.4,27.8,0.56,178,11.33,6.02,11,6,90,0.45,12,5.07,0.62,4.96,4.35,6.3,0.18,16,7.24,2.35,6.95,3.7,14.6,0.59
"87",87,"Elaenia parvirostris",200,23,198,16.09,3.27,16,5,47,0.23,62,153.32,5.77,154,141,162,0.73,102,72.63,5.19,72,65,92,0.51,193,65.5,5.25,64.4,55,85,0.38,127,18.55,1.51,18.43,12.1,24,0.13,119,10.8,1.62,10.6,7.9,18.4,0.15,70,3.33,0.3,3.3,2.91,4.7,0.04,70,4.48,0.8,4.3,3.39,8.6,0.1
"88",88,"Taraba major",200,34,192,50.73,6.17,50.35,30,78,0.45,49,209.88,17.06,208,181,280,2.44,37,89.46,4.68,90,70,96,0.77,51,83.95,4.34,83,77,95,0.61,36,34.49,4.67,33.84,22.5,41.8,0.78,46,24.92,2.41,25.08,20.1,30,0.36,55,10.21,0.82,10.2,8.71,12.1,0.11,57,10.97,2.78,11.14,5.85,18,0.37
"89",89,"Xenops minutus",199,70,189,9.29,2.5,9,4,25.5,0.18,136,118.91,32.78,115,75,354,2.81,54,57.6,9.78,58,42,115,1.33,162,47.42,3.98,47.15,36,66,0.31,64,13.48,1.8,13.6,8.9,19.25,0.22,158,11.16,1.63,10.85,5.4,17,0.13,57,4.48,0.66,4.45,2.3,8,0.09,58,6.52,1.56,6.44,2.4,11.2,0.2
"90",90,"Ramphocelus bresilius",198,52,141,29.91,3.45,30,16,38,0.29,103,185.1,15,182,145,230,1.48,63,78.14,3.59,78.5,68,86,0.45,149,80.56,4.34,80.3,65,90.8,0.36,63,23.72,1.98,23.8,18.5,30.2,0.25,106,16.19,1.22,16.1,13.2,19.8,0.12,53,7.74,0.46,7.6,6.9,8.9,0.06,56,8.3,1.95,7.5,6.1,13,0.26
"91",91,"Sporophila caerulescens",195,43,131,10.49,1.54,10,4,16,0.13,55,118.59,8.41,120,94,138,1.13,68,55.96,3.52,56,46.9,68,0.43,155,47.51,3.91,47,29.8,62,0.31,73,15.4,1.46,15.3,11.1,19.05,0.17,115,8.86,1.11,8.7,7,12.5,0.1,30,6.6,0.46,6.62,5.7,7.5,0.08,30,6.26,1.36,5.99,4,11,0.25
"92",92,"Tolmomyias flaviventris",192,60,173,11.59,1.6,11.5,2,20,0.12,92,144.05,55.26,128.5,93,307,5.76,73,57.47,3.87,58.1,45,69,0.45,123,51.01,7.34,50,44,124,0.66,52,17.68,1.98,17.37,13.6,23.9,0.28,95,11.15,1.52,10.9,7.5,18.3,0.16,66,4.19,1.2,3.9,3.2,10.9,0.15,70,8.51,2.01,8.8,3.1,13,0.24
"93",93,"Geotrygon montana",189,79,163,136.89,17.66,135,95,218,1.38,127,232.13,18.14,232,186,275,1.61,58,136.89,20.96,142,51,180,2.75,155,85.57,17.2,83.2,29,150,1.38,69,31.57,7.72,30.7,17.6,65,0.93,128,13.65,2.9,13.15,5.3,23.1,0.26,85,5.65,1.01,5.6,3.8,9.18,0.11,86,7.17,1.84,7.08,3.8,12,0.2
"94",94,"Myiobius barbatus",189,61,180,10.18,1.73,10,6,19,0.13,132,130.91,14.44,128,104.73,230,1.26,46,60.74,10.5,60,49,120,1.55,150,57.62,4.98,57.75,45.1,87,0.41,56,18.07,14.05,15.8,10.9,119,1.88,145,10.49,2.26,10,5,19,0.19,55,3.7,0.93,3.61,2.3,8.82,0.13,55,6.92,1.26,6.7,4.6,9.6,0.17
"95",95,"Antilophia galeata",187,35,182,21.03,1.74,21,17,27,0.13,82,153.35,10.38,152,114,176,1.15,78,79.69,12.61,78,69,185,1.43,84,61.26,5.77,61,45,75,0.63,77,19.59,3.05,20,6.7,24.8,0.35,80,9.64,2.19,8.9,6.5,14.5,0.25,80,4.58,1.08,4.3,3.9,12.8,0.12,83,7.91,2.42,7.5,4.1,13.3,0.27
"96",96,"Passer domesticus",187,24,184,24.45,3.05,24.85,15,36.9,0.22,39,142.47,17.82,142,60,165,2.85,36,75.12,6.47,75,55,95,1.08,37,54.9,8.34,55,40,81.5,1.37,36,19.61,1.54,19.67,15.9,24.4,0.26,8,12.41,0.86,12.3,11,13.7,0.31,35,7.96,0.63,7.94,6.4,9.8,0.11,36,8.66,1.79,8.27,6.64,15.3,0.3
"97",97,"Volatinia jacarina",183,77,94,10.31,1.62,10,7,18,0.17,66,112.15,9.18,115,88,127,1.13,62,49.37,3.21,49.85,40,56.9,0.41,133,46.67,3.8,46,39,60,0.33,65,16.68,2.11,16.5,10.1,21.35,0.26,92,10.76,8.71,9.84,8,93,0.91,27,6.07,0.47,6.02,5.2,7.63,0.09,28,6.8,1.1,6.58,5.1,11.4,0.21
"98",98,"Drymophila ochropyga",172,65,48,10.34,1.05,10.05,8.9,14,0.15,37,136.02,7.07,137,120,146,1.16,10,50.9,2.6,51,45,55,0.82,124,58.67,3.09,58.59,53,66.72,0.28,8,22.15,2.36,22.15,19,26.2,0.83,122,12.92,1.44,13.23,7.5,15.18,0.13,117,3.39,0.33,3.31,2.88,5.16,0.03,121,3.7,1.11,3.44,2.4,8.5,0.1
"99",99,"Myrmotherula axillaris",167,53,124,8.82,1.8,8.5,6,20,0.16,100,100.84,6.47,100,87,123,0.65,85,50.34,3.65,50.3,36,65,0.4,153,37.72,8.88,37,29,135,0.72,74,16.5,2.07,16.5,10.6,24.8,0.24,123,14.39,1.39,14.3,9.3,19.6,0.13,94,3.96,0.63,4,3,7.5,0.07,94,6.32,1.89,6.95,3.4,10.5,0.19
"100",100,"Syndactyla rufosuperciliata",164,66,150,25.1,3.4,25.5,13,37,0.28,68,176.87,9.37,178,150,195,1.14,32,74.91,5.47,75,57.5,85.7,0.97,95,76.95,4.33,77,67,90,0.44,76,22.87,1.75,23,14.4,27,0.2,83,15.97,2.54,16,10,27.4,0.28,36,6.34,1.18,6.15,4,11.8,0.2,37,7.34,1.87,7.4,4.1,10.87,0.31
"101",101,"Leptotila rufaxilla",158,84,134,177.72,30.84,176.25,83,254,2.66,78,273.4,27.78,268,181,335,3.15,49,142.67,19.04,146,35,164,2.72,125,110.85,14.89,109,60,155,1.33,66,31.33,5.26,31.95,14.2,41,0.65,106,18.21,6.49,17.55,8.1,77.3,0.63,65,5.45,1.25,5.3,3.67,9.8,0.15,66,6.79,2.05,6.8,3.56,10.64,0.25
"102",102,"Phaethornis pretrei",158,57,129,5.21,1.16,5,3,11,0.1,69,155.05,11.44,156,125,175,1.38,47,59.73,5.02,59.3,50,77,0.73,83,72.33,6.43,74,43,81.2,0.71,3,7.7,1.01,7.9,6.6,8.59,0.58,94,32.64,2.5,32.8,24.1,39,0.26,29,3.16,0.6,3,2.4,5,0.11,30,6.41,9.22,4.77,2.9,55,1.68
"103",103,"Hydropsalis torquata",156,19,154,46.08,5.27,45.12,37,64,0.42,16,307.75,65.73,300,217,420,16.43,7,183.14,8.82,186,167,190,3.33,16,201.69,85.91,183.5,30,362,21.48,9,20.32,2.11,20.1,18,25,0.7,14,16.13,4.74,14.55,10.1,24.8,1.27,5,3.27,0.53,3.3,2.7,4.05,0.24,5,6.51,0.67,6.3,5.91,7.67,0.3
"104",104,"Tolmomyias sulphurescens",156,82,126,15.63,2.48,16,5.2,29,0.22,83,142.66,13.55,143,104.83,216,1.49,32,68.4,11.24,67,60,127,1.99,84,60.11,7.99,60.95,27,104,0.87,41,17.41,2.1,18,11.6,21.46,0.33,89,13.09,8.55,12,6,90,0.91,41,4.54,0.78,4.34,3.35,7.5,0.12,47,10.25,2.17,10.61,5.7,13.75,0.32
"105",105,"Phylloscartes ventralis",154,48,146,8.56,1.85,8.4,3,27,0.15,33,118.79,7.84,119,100,133,1.36,35,54.41,3.09,54,46,62,0.52,96,53.43,5.14,54,19.55,62,0.52,62,20.53,4.62,19.75,16.1,54.5,0.59,33,10.72,1.8,10.6,6.8,17,0.31,31,2.93,0.27,2.84,2.5,3.6,0.05,30,4.33,1.29,3.77,3.13,8.3,0.24
"106",106,"Columbina passerina",153,4,152,32.07,3.59,31.9,19,57,0.29,3,157.67,8.5,158,149,166,4.91,2,78.5,2.12,78.5,77,80,1.5,11,53.73,4.05,55,45,58,1.22,3,16.2,4.42,18.5,11.1,19,2.55,3,12.93,1.19,13.29,11.6,13.89,0.69,3,4.78,1.52,4.2,3.63,6.5,0.88,3,3.51,0.19,3.51,3.32,3.7,0.11
"107",107,"Dendrocolaptes platyrostris",153,71,137,58.65,10.05,59,10,117,0.86,87,263.93,24.76,268,123,295,2.65,22,120.08,4.95,120,110.7,130,1.06,110,116.78,16.81,117,45,258,1.6,50,27.55,2.5,28,21,33,0.35,106,33.97,3.64,34,24.1,46,0.35,47,8.66,1.83,8.4,3.13,18.4,0.27,53,11.83,2.77,12.2,4.3,18.95,0.38
"108",108,"Baryphthengus ruficapillus",145,40,108,130.85,22.55,136,15,167.5,2.17,69,405.1,29.57,410,320,465,3.56,12,150,5.69,150,138,160,1.64,94,214.45,29.99,220,28,255,3.09,15,33.27,3.96,32,28,40.4,1.02,103,41.28,5.89,41.1,13.9,57,0.58,40,13.22,1.12,13.07,11.6,15.9,0.18,38,12.2,3.13,11.07,9.95,24.5,0.51
"109",109,"Myiodynastes maculatus",140,80,100,45.25,4.89,44,36.8,61,0.49,82,208.02,16.77,210,168,241,1.85,68,106.49,6.49,107.15,80,116.2,0.79,112,86.13,6.51,85,71.87,113,0.61,68,19.69,1.77,19.4,14.6,25.9,0.21,106,21.1,2.56,20.6,11.9,28.8,0.25,74,8.86,1.52,8.6,7.19,18.9,0.18,79,12.22,2.16,11.3,9.7,18.1,0.24
"110",110,"Malacoptila striata",138,35,114,43.85,5.4,44,13,55,0.51,76,208.62,14.32,210.5,150,230,1.64,36,95.45,3.93,95.5,90,105,0.66,109,90.71,8.36,92,25,103,0.8,34,22.64,2.64,22,19.6,34,0.45,106,22.84,3.11,22.85,12,30,0.3,21,10.1,0.72,10,8.8,11.9,0.16,26,11.97,2.63,11.4,8,18.3,0.52
"111",111,"Coryphospingus cucullatus",134,31,111,15.3,3.37,15,9,42,0.32,28,137.82,12.85,137.5,100,179,2.43,41,62.96,3.1,63,55,70,0.48,101,57.89,5.48,58,30,78,0.54,58,18.79,2.63,18.92,11.7,25.4,0.35,88,11.96,1.45,11.85,9.2,17.13,0.15,37,6.34,0.81,6.39,3.33,8.9,0.13,37,7.05,2.07,7.1,4.16,16.3,0.34
"112",112,"Tyrannus melancholicus",133,69,102,39.55,5.73,40,25,56,0.57,63,211.46,39.99,213,113,457,5.04,48,109.3,7.28,110.05,84,119,1.05,91,91.26,10.6,90.6,41,119,1.11,58,18.7,1.8,18.6,13.2,23.3,0.24,67,22.89,2.07,22.7,18.8,29,0.25,42,8.08,1.68,7.72,5.3,15.9,0.26,42,12.08,1.56,12.2,7.8,16,0.24
"113",113,"Polioptila plumbea",132,21,125,6.26,0.99,6,5,13,0.09,35,138.01,53.62,121,103,302,9.06,12,48.87,2.07,48.95,45.95,52,0.6,21,50.7,4.5,50,41.1,61.31,0.98,12,17.28,0.97,17.75,15.4,18.4,0.28,18,11.76,1.37,11.85,9.2,13.87,0.32,18,2.84,0.31,2.75,2.5,3.51,0.07,17,5.32,0.61,5.3,4.17,6.5,0.15
"114",114,"Myiothlypis rivularis",130,18,119,14.04,1.42,14,11,21,0.13,88,145.75,11.35,148,91,168,1.21,24,62.71,4.7,62,53,77,0.96,105,56.45,3.57,56.2,45,66,0.35,28,23.7,2.57,23.8,14,29.3,0.49,110,12.28,7.12,11.95,7.3,85,0.68,10,5.13,1.47,4.5,3.58,7.5,0.47,6,6.3,0.99,6.5,4.81,7.4,0.4
"115",115,"Myrmoderus squamosus",129,45,119,18.17,4.44,17,13,47.5,0.41,63,152.9,9.54,154,125,177,1.2,34,61.41,4.31,61.5,53,75,0.74,104,66.55,12.01,65,55,180,1.18,55,26.92,2.22,27,19.3,32.54,0.3,103,12.94,2.35,13.4,6,19.3,0.23,17,4.2,1.26,3.7,3.27,8.1,0.31,16,8.22,7.5,6.55,4,35.8,1.87
"116",116,"Drymophila malura",127,60,42,11.28,2.44,11,5.5,22,0.38,10,146.1,11.99,149,130,165,3.79,7,56,1.83,56,54,59,0.69,102,74.18,6.59,75,51.5,86,0.65,13,21.87,1.59,21.95,19,24.9,0.44,96,12.18,1.31,12.6,8.5,14.3,0.13,72,3.29,0.28,3.26,2.86,4.8,0.03,74,3.32,1.03,3.08,2.66,8.1,0.12
"117",117,"Elaenia mesoleuca",127,35,113,16.69,2.92,17,8,26,0.27,27,147.88,7.79,150,130,160,1.5,17,76.44,4.23,76,70,83,1.03,80,68.06,6.96,66.75,54,83,0.78,35,17.83,1.36,17.7,15.4,22.4,0.23,55,10.23,1.72,9.9,7.8,17,0.23,21,4.41,2.13,3.99,3.07,13.5,0.46,21,6.15,1.35,5.93,3.84,8.3,0.29
"118",118,"Dixiphia pipra",125,29,113,13.03,2.21,13,7,23.5,0.21,102,97.43,7.17,97,79.5,115,0.71,8,64.6,1.32,64.7,62.8,66.6,0.47,112,31.5,13.08,27,22.9,78,1.24,22,15.5,2.98,15.15,12.3,27.7,0.63,105,11.4,2.42,10.58,7.6,18,0.24,61,4.27,0.43,4.2,3.49,5.82,0.06,61,7.27,1.94,6.95,4,12.06,0.25
"119",119,"Synallaxis spixi",125,39,105,13.27,1.4,13,8,17.5,0.14,32,166.91,10.76,168,145,188,1.9,30,51.66,3.32,51,45,63,0.61,75,73.85,16.63,80.8,45.5,100,1.92,43,18.94,1.06,18.7,17.2,23,0.16,56,11.36,1.67,11.3,8.4,17.3,0.22,17,3.38,0.2,3.42,3.1,3.68,0.05,17,3.01,0.48,2.93,2.41,3.8,0.12
"120",120,"Trogon curucui",123,8,116,50.28,4.15,50.75,27,62,0.39,15,362.07,90.78,417,229,433,23.44,2,123.05,1.34,123.05,122.1,124,0.95,18,121.82,9.99,120,105,150,2.35,2,13.93,0.67,13.93,13.45,14.4,0.48,12,20.59,13.24,17.16,11.5,61.8,3.82,12,10.19,2,9.77,8,16,0.58,12,16.31,1.55,16.3,13.1,19.2,0.45
"121",121,"Molothrus bonariensis",122,35,115,46.51,8.61,47,13,66,0.8,31,187.47,31.96,191,107,270,5.74,67,103.41,14.77,103,64,160,1.8,71,78,16.01,75,30.5,150,1.9,74,27.53,2.63,27.7,16.8,35.1,0.31,32,17.23,2.47,17.84,10.7,21.4,0.44,53,8.39,0.94,8.29,6.2,11.4,0.13,54,8.13,2.79,7.47,5.65,21.6,0.38
"122",122,"Myiarchus ferox",111,53,105,26.43,5.67,25.25,16,62,0.55,67,190.31,16.99,193,120,220,2.08,40,88.15,6.9,87,65,99,1.09,67,84.38,8.31,85,38,100,1.02,32,22.73,2.49,22.55,18.4,28.4,0.44,58,18.69,3.21,18.4,10.9,28.4,0.42,36,5.96,0.52,6,4.62,7,0.09,45,10.31,1.79,10.3,7,16,0.27
"123",123,"Donacospiza albifrons",110,51,48,16.36,2.4,16.85,9.5,21,0.35,38,151.55,9.91,152,130,171,1.61,78,61.29,3.05,61.75,53.2,69.4,0.34,86,69.9,4.93,70.1,55.5,79,0.53,80,14.89,2.73,13.9,12.8,23.4,0.31,81,19.48,3.01,20.1,9.6,23,0.33,4,5.95,0.68,6.1,5,6.6,0.34,4,6.1,1.5,6.65,3.9,7.2,0.75
"124",124,"Florisuga fusca",110,34,97,7.97,1.32,8,5,17,0.13,42,130.39,10.03,132.5,104,155,1.55,14,74.9,10.87,77.6,39,84,2.9,84,45.63,5.69,45.75,30,78,0.62,5,7.74,1.06,7.4,6.6,9,0.47,89,20.26,3.15,19.57,16.44,43.4,0.33,61,2.88,0.52,2.79,2.2,5.4,0.07,61,3.53,0.6,3.44,2,5.1,0.08
"125",125,"Thamnophilus torquatus",109,41,103,22.73,3.72,22.5,15,40,0.37,42,161.5,15.11,167,120.51,178,2.33,29,67.62,4.49,68,52,79,0.83,83,67.59,5.18,68,55,78.6,0.57,47,26.87,2.06,27.2,20.9,31.9,0.3,74,16.01,1.7,15.8,12.5,19.2,0.2,19,5.74,0.55,5.63,4.96,6.8,0.13,20,6.81,2.18,5.54,4.25,10.66,0.49
"126",126,"Turdus nigriceps",109,41,107,54.05,7.3,53,38,82,0.71,34,207.62,24.68,210,90.2,240,4.23,56,108.77,4.4,109,96,116.7,0.59,70,85.54,8.49,84,75,115,1.02,61,28.8,2.61,28.8,17.6,37.3,0.33,51,18.59,2.14,18.9,11.7,24.7,0.3,20,6.63,1.2,6.25,5,9.9,0.27,21,11.48,2.69,12,5.25,15,0.59
